loyalty_number,primary_segment,next_best_action,priority_band,retention_priority_score,recovery_potential_band,recovery_potential_score_v2,clv,loyalty_value_at_risk,clv_tier,loyalty_card,province,city,behavioral_churn,formal_churn,churn_status_group,active_month_rate,inactive_months,flights_last_6m,points_collector_flag,sharp_drop_flag,seasonal_flag
942952,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,22103.51,22103.51,Premium Value,Aurora,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
968842,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,22056.0,22056.0,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0833333333333333,22,0,0,0,1
770759,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,50,22041.86,22041.86,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,1
324049,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,22041.86,22041.86,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
521043,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,21914.41,21914.41,Premium Value,Aurora,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
148677,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,21903.91,21903.91,Premium Value,Nova,Alberta,Edmonton,1,0,Silent Risk,0.0,24,0,0,0,0
375371,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,21886.2,21886.2,Premium Value,Aurora,British Columbia,Whistler,1,0,Silent Risk,0.0,24,0,0,0,0
465476,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21850.84,21850.84,Premium Value,Aurora,Alberta,Edmonton,1,1,Confirmed Churn,0.0,24,0,0,0,0
881428,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21740.03,21740.03,Premium Value,Aurora,Ontario,London,1,1,Confirmed Churn,0.0,24,0,0,0,0
562324,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21592.1,21592.1,Premium Value,Star,Ontario,Trenton,1,1,Confirmed Churn,0.0,24,0,0,0,0
876243,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21592.1,21592.1,Premium Value,Aurora,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
123151,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21578.86,21578.86,Premium Value,Nova,Saskatchewan,Regina,1,1,Confirmed Churn,0.0,24,0,0,0,0
162155,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21531.33,21531.33,Premium Value,Aurora,Alberta,Peace River,1,1,Confirmed Churn,0.0,24,0,0,0,0
274535,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,40,21522.95,21522.95,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.2083333333333333,19,0,0,1,0
291831,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21435.88,21435.88,Premium Value,Nova,Alberta,Edmonton,1,1,Confirmed Churn,0.0,24,0,0,0,0
191044,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21423.64,21423.64,Premium Value,Nova,British Columbia,Victoria,1,1,Confirmed Churn,0.0,24,0,0,0,0
272289,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21343.47,21343.47,Premium Value,Nova,Alberta,Banff,1,1,Confirmed Churn,0.0,24,0,0,0,0
837615,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21274.34,21274.34,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
163137,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21255.5,21255.5,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
744746,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21159.3,21159.3,Premium Value,Aurora,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
458640,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21147.28,21147.28,Premium Value,Star,Alberta,Edmonton,1,1,Confirmed Churn,0.0,24,0,0,0,0
667398,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,21112.54,21112.54,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,0
565634,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,20957.61,20957.61,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
467894,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,20725.38,20725.38,Premium Value,Nova,British Columbia,Dawson Creek,1,0,Silent Risk,0.0,24,0,0,0,0
137529,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,20708.26,20708.26,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,0
296095,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,20604.02,20604.02,Premium Value,Aurora,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
667314,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,60,20604.02,20604.02,Premium Value,Nova,Ontario,Toronto,1,1,Confirmed Churn,0.375,15,0,0,0,0
775520,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,20531.65,20531.65,Premium Value,Aurora,Ontario,Thunder Bay,1,1,Confirmed Churn,0.25,18,0,0,0,0
785389,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,20467.72,20467.72,Premium Value,Star,Saskatchewan,Regina,1,1,Confirmed Churn,0.0,24,0,0,0,0
687984,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,20461.15,20461.15,Premium Value,Nova,Ontario,Trenton,1,0,Silent Risk,0.0,24,0,0,0,0
118376,Premium Drifter,Personalized premium win-back offer,Critical Priority,90,Medium Recovery Potential,50,20455.25,20455.25,Premium Value,Aurora,British Columbia,Kelowna,1,1,Confirmed Churn,0.0833333333333333,22,0,0,1,1
275807,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,20446.6,20446.6,Premium Value,Star,Manitoba,Winnipeg,1,0,Silent Risk,0.0,24,0,0,0,0
216666,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,20370.77,20370.77,Premium Value,Aurora,Ontario,Thunder Bay,1,1,Confirmed Churn,0.0,24,0,0,0,0
117939,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,20294.39,20294.39,Premium Value,Star,Quebec,Montreal,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,1
827668,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,20186.35,20186.35,Premium Value,Star,Quebec,Montreal,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,0
730768,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,20120.56,20120.56,Premium Value,Star,Manitoba,Winnipeg,1,1,Confirmed Churn,0.0,24,0,0,0,0
512169,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,20096.89,20096.89,Premium Value,Aurora,New Brunswick,Moncton,1,1,Confirmed Churn,0.0,24,0,0,0,0
596173,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,20003.14,20003.14,Premium Value,Aurora,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
700650,Premium Drifter,Personalized premium win-back offer,Critical Priority,80,High Recovery Potential,75,19884.92,19884.92,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.4166666666666667,14,0,1,0,0
471944,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,19837.31,19837.31,Premium Value,Nova,New Brunswick,Fredericton,1,1,Confirmed Churn,0.0,24,0,0,0,0
961264,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,19688.32,19688.32,Premium Value,Aurora,British Columbia,Vancouver,1,0,Silent Risk,0.0,11,0,0,0,0
695162,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,19668.87,19668.87,Premium Value,Nova,Manitoba,Winnipeg,1,1,Confirmed Churn,0.2916666666666667,17,0,0,0,0
956233,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,19644.76,19644.76,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
759310,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,19597.06,19597.06,Premium Value,Star,Quebec,Montreal,1,0,Silent Risk,0.0,24,0,0,0,0
652431,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,19504.47,19504.47,Premium Value,Aurora,Ontario,Toronto,1,0,Silent Risk,0.0,24,0,0,0,0
815381,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,19483.24,19483.24,Premium Value,Nova,Quebec,Montreal,1,0,Silent Risk,0.0,24,0,0,0,0
905161,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,19393.21,19393.21,Premium Value,Aurora,British Columbia,Dawson Creek,1,0,Silent Risk,0.0,24,0,0,0,0
863374,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,19363.53,19363.53,Premium Value,Aurora,Quebec,Quebec City,1,1,Confirmed Churn,0.0,24,0,0,0,0
931701,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,19357.8,19357.8,Premium Value,Nova,Saskatchewan,Regina,1,1,Confirmed Churn,0.0,24,0,0,0,0
131253,Premium Drifter,Personalized premium win-back offer,Critical Priority,95,High Recovery Potential,100,19327.87,19327.87,Premium Value,Aurora,Ontario,Sudbury,1,0,Silent Risk,0.4583333333333333,13,0,1,1,0
382971,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,19190.32,19190.32,Premium Value,Star,Quebec,Montreal,1,0,Silent Risk,0.0,24,0,0,0,0
184678,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,50,19160.99,19160.99,Premium Value,Aurora,British Columbia,Whistler,1,1,Confirmed Churn,0.4166666666666667,14,0,0,1,0
842835,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,19160.99,19160.99,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
310833,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,19088.34,19088.34,Premium Value,Nova,Ontario,Trenton,1,1,Confirmed Churn,0.0,24,0,0,0,0
670836,Premium Drifter,Personalized premium win-back offer,Critical Priority,90,Medium Recovery Potential,50,19079.1,19079.1,Premium Value,Star,Quebec,Montreal,1,1,Confirmed Churn,0.125,21,0,0,1,1
145292,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,19014.48,19014.48,Premium Value,Star,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
380788,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,60,18938.54,18938.54,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.2916666666666667,17,0,0,0,0
201436,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,18929.33,18929.33,Premium Value,Nova,Alberta,Edmonton,1,1,Confirmed Churn,0.0833333333333333,22,0,0,0,0
506193,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,40,18882.64,18882.64,Premium Value,Star,Ontario,Thunder Bay,1,1,Confirmed Churn,0.2083333333333333,19,0,0,1,0
269434,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,18680.99,18680.99,Premium Value,Star,British Columbia,West Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
792277,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,18591.55,18591.55,Premium Value,Aurora,Manitoba,Winnipeg,1,1,Confirmed Churn,0.0,24,0,0,0,0
594468,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,18542.3,18542.3,Premium Value,Star,Prince Edward Island,Charlottetown,1,1,Confirmed Churn,0.0,24,0,0,0,0
695564,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,18474.71,18474.71,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
745870,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,18321.42,18321.42,Premium Value,Aurora,Ontario,Trenton,1,0,Silent Risk,0.0,24,0,0,0,0
538308,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,18269.54,18269.54,Premium Value,Star,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
566951,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,High Recovery Potential,85,18089.8,18089.8,Premium Value,Aurora,British Columbia,Vancouver,1,0,Silent Risk,0.4583333333333333,13,0,0,1,0
300623,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,18060.48,18060.48,Premium Value,Nova,Quebec,Tremblant,1,1,Confirmed Churn,0.25,18,0,0,0,0
685518,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,50,18042.48,18042.48,Premium Value,Nova,Alberta,Calgary,1,1,Confirmed Churn,0.2083333333333333,19,0,0,1,0
255028,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,17995.87,17995.87,Premium Value,Star,Prince Edward Island,Charlottetown,1,0,Silent Risk,0.1666666666666666,20,0,0,0,0
138777,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17857.97,17857.97,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
994803,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17822.56,17822.56,Premium Value,Nova,British Columbia,Whistler,1,1,Confirmed Churn,0.0,24,0,0,0,0
126100,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17790.41,17790.41,Premium Value,Nova,New Brunswick,Fredericton,1,1,Confirmed Churn,0.0,24,0,0,0,0
761305,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17790.41,17790.41,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
244527,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,17788.06,17788.06,Premium Value,Star,Quebec,Tremblant,1,0,Silent Risk,0.0,11,0,0,0,0
731286,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,17776.82,17776.82,Premium Value,Aurora,Nova Scotia,Halifax,1,0,Silent Risk,0.0,24,0,0,0,0
677901,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17771.55,17771.55,Premium Value,Nova,Alberta,Edmonton,1,1,Confirmed Churn,0.0,24,0,0,0,0
219160,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,17732.46,17732.46,Premium Value,Aurora,Ontario,Toronto,1,0,Silent Risk,0.0,24,0,0,0,0
703972,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17497.52,17497.52,Premium Value,Aurora,Ontario,Sudbury,1,1,Confirmed Churn,0.0,24,0,0,0,0
450125,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17429.88,17429.88,Premium Value,Nova,Quebec,Quebec City,1,1,Confirmed Churn,0.0,24,0,0,0,0
559127,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,17292.94,17292.94,Premium Value,Star,Ontario,Kingston,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,1
367006,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,17288.55,17288.55,Premium Value,Star,Ontario,Trenton,1,0,Silent Risk,0.0,24,0,0,0,0
715792,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,60,17263.64,17263.64,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.6666666666666666,8,0,0,1,0
645333,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17263.64,17263.64,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
313996,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,17250.75,17250.75,Premium Value,Star,Quebec,Montreal,1,1,Confirmed Churn,0.125,21,0,0,0,1
533388,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17208.06,17208.06,Premium Value,Aurora,Ontario,Kingston,1,1,Confirmed Churn,0.0,24,0,0,0,0
794334,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,17208.06,17208.06,Premium Value,Star,Saskatchewan,Regina,1,1,Confirmed Churn,0.0,24,0,0,0,0
277826,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,17103.79,17103.79,Premium Value,Nova,British Columbia,West Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
410343,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,40,17085.41,17085.41,Premium Value,Star,Quebec,Quebec City,1,1,Confirmed Churn,0.25,18,0,0,1,0
